"","mirnaID","accession","species","maturemirna"
"11789","hsa-miR-2116-5p","MIMAT0011160","Homo sapiens","miR-2116-5p"
"11790","hsa-miR-2116-3p","MIMAT0011161","Homo sapiens","miR-2116-3p"
"11791","hsa-miR-2117","MIMAT0011162","Homo sapiens","miR-2117"
"11792","hsa-miR-548q","MIMAT0011163","Homo sapiens","miR-548q"
"12490","hsa-miR-2276-5p","MIMAT0026921","Homo sapiens","miR-2276-5p"
"12491","hsa-miR-2276-3p","MIMAT0011775","Homo sapiens","miR-2276-3p"
"12492","hsa-miR-2277-5p","MIMAT0017352","Homo sapiens","miR-2277-5p"
"12493","hsa-miR-2277-3p","MIMAT0011777","Homo sapiens","miR-2277-3p"
"12494","hsa-miR-2278","MIMAT0011778","Homo sapiens","miR-2278"
"13420","hsa-miR-2681-5p","MIMAT0013515","Homo sapiens","miR-2681-5p"
"13421","hsa-miR-2681-3p","MIMAT0013516","Homo sapiens","miR-2681-3p"
"13422","hsa-miR-2682-5p","MIMAT0013517","Homo sapiens","miR-2682-5p"
"13423","hsa-miR-2682-3p","MIMAT0013518","Homo sapiens","miR-2682-3p"
"13825","hsa-miR-711","MIMAT0012734","Homo sapiens","miR-711"
"13826","hsa-miR-718","MIMAT0012735","Homo sapiens","miR-718"
"14392","hsa-miR-2861","MIMAT0013802","Homo sapiens","miR-2861"
"14455","hsa-miR-2909","MIMAT0013863","Homo sapiens","miR-2909"
"15737","hsa-miR-3115","MIMAT0014977","Homo sapiens","miR-3115"
"15738","hsa-miR-3116","MIMAT0014978","Homo sapiens","miR-3116"
"15739","hsa-miR-3117-5p","MIMAT0019197","Homo sapiens","miR-3117-5p"
"15740","hsa-miR-3117-3p","MIMAT0014979","Homo sapiens","miR-3117-3p"
"15741","hsa-miR-3118","MIMAT0014980","Homo sapiens","miR-3118"
"15742","hsa-miR-3119","MIMAT0014981","Homo sapiens","miR-3119"
"15743","hsa-miR-3120-5p","MIMAT0019198","Homo sapiens","miR-3120-5p"
"15744","hsa-miR-3120-3p","MIMAT0014982","Homo sapiens","miR-3120-3p"
"15745","hsa-miR-3121-5p","MIMAT0019199","Homo sapiens","miR-3121-5p"
"15746","hsa-miR-3121-3p","MIMAT0014983","Homo sapiens","miR-3121-3p"
"15747","hsa-miR-3122","MIMAT0014984","Homo sapiens","miR-3122"
"15748","hsa-miR-3123","MIMAT0014985","Homo sapiens","miR-3123"
"15749","hsa-miR-3124-5p","MIMAT0014986","Homo sapiens","miR-3124-5p"
"15750","hsa-miR-3124-3p","MIMAT0019200","Homo sapiens","miR-3124-3p"
"15751","hsa-miR-548s","MIMAT0014987","Homo sapiens","miR-548s"
"15752","hsa-miR-3125","MIMAT0014988","Homo sapiens","miR-3125"
"15753","hsa-miR-3126-5p","MIMAT0014989","Homo sapiens","miR-3126-5p"
"15754","hsa-miR-3126-3p","MIMAT0015377","Homo sapiens","miR-3126-3p"
"15755","hsa-miR-3127-5p","MIMAT0014990","Homo sapiens","miR-3127-5p"
"15756","hsa-miR-3127-3p","MIMAT0019201","Homo sapiens","miR-3127-3p"
"15757","hsa-miR-3128","MIMAT0014991","Homo sapiens","miR-3128"
"15758","hsa-miR-3129-5p","MIMAT0014992","Homo sapiens","miR-3129-5p"
"15759","hsa-miR-3129-3p","MIMAT0019202","Homo sapiens","miR-3129-3p"
"15760","hsa-miR-3130-5p","MIMAT0014995","Homo sapiens","miR-3130-5p"
"15761","hsa-miR-3130-3p","MIMAT0014994","Homo sapiens","miR-3130-3p"
"15762","hsa-miR-3131","MIMAT0014996","Homo sapiens","miR-3131"
"15763","hsa-miR-3132","MIMAT0014997","Homo sapiens","miR-3132"
"15764","hsa-miR-3133","MIMAT0014998","Homo sapiens","miR-3133"
"15765","hsa-miR-378b","MIMAT0014999","Homo sapiens","miR-378b"
"15766","hsa-miR-3134","MIMAT0015000","Homo sapiens","miR-3134"
"15767","hsa-miR-3135a","MIMAT0015001","Homo sapiens","miR-3135a"
"15768","hsa-miR-466","MIMAT0015002","Homo sapiens","miR-466"
"15769","hsa-miR-3136-5p","MIMAT0015003","Homo sapiens","miR-3136-5p"
"15770","hsa-miR-3136-3p","MIMAT0019203","Homo sapiens","miR-3136-3p"
"15771","hsa-miR-544b","MIMAT0015004","Homo sapiens","miR-544b"
"15772","hsa-miR-3137","MIMAT0015005","Homo sapiens","miR-3137"
"15773","hsa-miR-3138","MIMAT0015006","Homo sapiens","miR-3138"
"15774","hsa-miR-3139","MIMAT0015007","Homo sapiens","miR-3139"
"15775","hsa-miR-3140-5p","MIMAT0019204","Homo sapiens","miR-3140-5p"
"15776","hsa-miR-3140-3p","MIMAT0015008","Homo sapiens","miR-3140-3p"
"15777","hsa-miR-548t-5p","MIMAT0015009","Homo sapiens","miR-548t-5p"
"15778","hsa-miR-548t-3p","MIMAT0022730","Homo sapiens","miR-548t-3p"
"15779","hsa-miR-3141","MIMAT0015010","Homo sapiens","miR-3141"
"15780","hsa-miR-3142","MIMAT0015011","Homo sapiens","miR-3142"
"15781","hsa-miR-3143","MIMAT0015012","Homo sapiens","miR-3143"
"15782","hsa-miR-548u","MIMAT0015013","Homo sapiens","miR-548u"
"15783","hsa-miR-3144-5p","MIMAT0015014","Homo sapiens","miR-3144-5p"
"15784","hsa-miR-3144-3p","MIMAT0015015","Homo sapiens","miR-3144-3p"
"15785","hsa-miR-3145-5p","MIMAT0019205","Homo sapiens","miR-3145-5p"
"15786","hsa-miR-3145-3p","MIMAT0015016","Homo sapiens","miR-3145-3p"
"15787","hsa-miR-1273c","MIMAT0015017","Homo sapiens","miR-1273c"
"15788","hsa-miR-3146","MIMAT0015018","Homo sapiens","miR-3146"
"15789","hsa-miR-3147","MIMAT0015019","Homo sapiens","miR-3147"
"15790","hsa-miR-548v","MIMAT0015020","Homo sapiens","miR-548v"
"15791","hsa-miR-3148","MIMAT0015021","Homo sapiens","miR-3148"
"15792","hsa-miR-3149","MIMAT0015022","Homo sapiens","miR-3149"
"15793","hsa-miR-3150a-5p","MIMAT0019206","Homo sapiens","miR-3150a-5p"
"15794","hsa-miR-3150a-3p","MIMAT0015023","Homo sapiens","miR-3150a-3p"
"15795","hsa-miR-3151-5p","MIMAT0015024","Homo sapiens","miR-3151-5p"
"15796","hsa-miR-3151-3p","MIMAT0027026","Homo sapiens","miR-3151-3p"
"15797","hsa-miR-3152-5p","MIMAT0019207","Homo sapiens","miR-3152-5p"
"15798","hsa-miR-3152-3p","MIMAT0015025","Homo sapiens","miR-3152-3p"
"15799","hsa-miR-3153","MIMAT0015026","Homo sapiens","miR-3153"
"15800","hsa-miR-3074-5p","MIMAT0019208","Homo sapiens","miR-3074-5p"
"15801","hsa-miR-3074-3p","MIMAT0015027","Homo sapiens","miR-3074-3p"
"15802","hsa-miR-3154","MIMAT0015028","Homo sapiens","miR-3154"
"15803","hsa-miR-3155a","MIMAT0015029","Homo sapiens","miR-3155a"
"15804","hsa-miR-3156-5p","MIMAT0015030","Homo sapiens","miR-3156-5p"
"15805","hsa-miR-3156-3p","MIMAT0019209","Homo sapiens","miR-3156-3p"
"15806","hsa-miR-3157-5p","MIMAT0015031","Homo sapiens","miR-3157-5p"
"15807","hsa-miR-3157-3p","MIMAT0019210","Homo sapiens","miR-3157-3p"
"15808","hsa-miR-3158-5p","MIMAT0019211","Homo sapiens","miR-3158-5p"
"15809","hsa-miR-3158-3p","MIMAT0015032","Homo sapiens","miR-3158-3p"
"15810","hsa-miR-3159","MIMAT0015033","Homo sapiens","miR-3159"
"15811","hsa-miR-3160-5p","MIMAT0019212","Homo sapiens","miR-3160-5p"
"15812","hsa-miR-3160-3p","MIMAT0015034","Homo sapiens","miR-3160-3p"
"15813","hsa-miR-3161","MIMAT0015035","Homo sapiens","miR-3161"
"15814","hsa-miR-3162-5p","MIMAT0015036","Homo sapiens","miR-3162-5p"
"15815","hsa-miR-3162-3p","MIMAT0019213","Homo sapiens","miR-3162-3p"
"15816","hsa-miR-3163","MIMAT0015037","Homo sapiens","miR-3163"
"15817","hsa-miR-3164","MIMAT0015038","Homo sapiens","miR-3164"
"15818","hsa-miR-3165","MIMAT0015039","Homo sapiens","miR-3165"
"15819","hsa-miR-3166","MIMAT0015040","Homo sapiens","miR-3166"
"15820","hsa-miR-1260b","MIMAT0015041","Homo sapiens","miR-1260b"
"15821","hsa-miR-3167","MIMAT0015042","Homo sapiens","miR-3167"
"15822","hsa-miR-3168","MIMAT0015043","Homo sapiens","miR-3168"
"15823","hsa-miR-3169","MIMAT0015044","Homo sapiens","miR-3169"
"15824","hsa-miR-3170","MIMAT0015045","Homo sapiens","miR-3170"
"15825","hsa-miR-3171","MIMAT0015046","Homo sapiens","miR-3171"
"15826","hsa-miR-3173-5p","MIMAT0019214","Homo sapiens","miR-3173-5p"
"15827","hsa-miR-3173-3p","MIMAT0015048","Homo sapiens","miR-3173-3p"
"15828","hsa-miR-1193","MIMAT0015049","Homo sapiens","miR-1193"
"15829","hsa-miR-323b-5p","MIMAT0001630","Homo sapiens","miR-323b-5p"
"15830","hsa-miR-323b-3p","MIMAT0015050","Homo sapiens","miR-323b-3p"
"15831","hsa-miR-3174","MIMAT0015051","Homo sapiens","miR-3174"
"15832","hsa-miR-3175","MIMAT0015052","Homo sapiens","miR-3175"
"15833","hsa-miR-3176","MIMAT0015053","Homo sapiens","miR-3176"
"15834","hsa-miR-3177-5p","MIMAT0019215","Homo sapiens","miR-3177-5p"
"15835","hsa-miR-3177-3p","MIMAT0015054","Homo sapiens","miR-3177-3p"
"15836","hsa-miR-3178","MIMAT0015055","Homo sapiens","miR-3178"
"15837","hsa-miR-3179","MIMAT0015056","Homo sapiens","miR-3179"
"15838","hsa-miR-3180-5p","MIMAT0015057","Homo sapiens","miR-3180-5p"
"15839","hsa-miR-3180-3p","MIMAT0015058","Homo sapiens","miR-3180-3p"
"15840","hsa-miR-548w","MIMAT0015060","Homo sapiens","miR-548w"
"15841","hsa-miR-3181","MIMAT0015061","Homo sapiens","miR-3181"
"15842","hsa-miR-3182","MIMAT0015062","Homo sapiens","miR-3182"
"15843","hsa-miR-3183","MIMAT0015063","Homo sapiens","miR-3183"
"15844","hsa-miR-3184-5p","MIMAT0015064","Homo sapiens","miR-3184-5p"
"15845","hsa-miR-3184-3p","MIMAT0022731","Homo sapiens","miR-3184-3p"
"15846","hsa-miR-3185","MIMAT0015065","Homo sapiens","miR-3185"
"15847","hsa-miR-3065-5p","MIMAT0015066","Homo sapiens","miR-3065-5p"
"15848","hsa-miR-3065-3p","MIMAT0015378","Homo sapiens","miR-3065-3p"
"15849","hsa-miR-3186-5p","MIMAT0015067","Homo sapiens","miR-3186-5p"
"15850","hsa-miR-3186-3p","MIMAT0015068","Homo sapiens","miR-3186-3p"
"15851","hsa-miR-3187-5p","MIMAT0019216","Homo sapiens","miR-3187-5p"
"15852","hsa-miR-3187-3p","MIMAT0015069","Homo sapiens","miR-3187-3p"
"15853","hsa-miR-3188","MIMAT0015070","Homo sapiens","miR-3188"
"15854","hsa-miR-3189-5p","MIMAT0019217","Homo sapiens","miR-3189-5p"
"15855","hsa-miR-3189-3p","MIMAT0015071","Homo sapiens","miR-3189-3p"
"15856","hsa-miR-320e","MIMAT0015072","Homo sapiens","miR-320e"
"15857","hsa-miR-3190-5p","MIMAT0015073","Homo sapiens","miR-3190-5p"
"15858","hsa-miR-3190-3p","MIMAT0022839","Homo sapiens","miR-3190-3p"
"15859","hsa-miR-3191-5p","MIMAT0022732","Homo sapiens","miR-3191-5p"
"15860","hsa-miR-3191-3p","MIMAT0015075","Homo sapiens","miR-3191-3p"
"15861","hsa-miR-3192-5p","MIMAT0015076","Homo sapiens","miR-3192-5p"
"15862","hsa-miR-3192-3p","MIMAT0027027","Homo sapiens","miR-3192-3p"
"15863","hsa-miR-3193","MIMAT0015077","Homo sapiens","miR-3193"
"15864","hsa-miR-3194-5p","MIMAT0015078","Homo sapiens","miR-3194-5p"
"15865","hsa-miR-3194-3p","MIMAT0019218","Homo sapiens","miR-3194-3p"
"15866","hsa-miR-3195","MIMAT0015079","Homo sapiens","miR-3195"
"15867","hsa-miR-3196","MIMAT0015080","Homo sapiens","miR-3196"
"15868","hsa-miR-548x-5p","MIMAT0022733","Homo sapiens","miR-548x-5p"
"15869","hsa-miR-548x-3p","MIMAT0015081","Homo sapiens","miR-548x-3p"
"15870","hsa-miR-3197","MIMAT0015082","Homo sapiens","miR-3197"
"15871","hsa-miR-3198","MIMAT0015083","Homo sapiens","miR-3198"
"15872","hsa-miR-3199","MIMAT0015084","Homo sapiens","miR-3199"
"15873","hsa-miR-3200-5p","MIMAT0017392","Homo sapiens","miR-3200-5p"
"15874","hsa-miR-3200-3p","MIMAT0015085","Homo sapiens","miR-3200-3p"
"15875","hsa-miR-3201","MIMAT0015086","Homo sapiens","miR-3201"
"15876","hsa-miR-514b-5p","MIMAT0015087","Homo sapiens","miR-514b-5p"
"15877","hsa-miR-514b-3p","MIMAT0015088","Homo sapiens","miR-514b-3p"
"15878","hsa-miR-3202","MIMAT0015089","Homo sapiens","miR-3202"
"15879","hsa-miR-1273d","MIMAT0015090","Homo sapiens","miR-1273d"
"17900","hsa-miR-4295","MIMAT0016844","Homo sapiens","miR-4295"
"17901","hsa-miR-4296","MIMAT0016845","Homo sapiens","miR-4296"
"17902","hsa-miR-4297","MIMAT0016846","Homo sapiens","miR-4297"
"17903","hsa-miR-378c","MIMAT0016847","Homo sapiens","miR-378c"
"17904","hsa-miR-4293","MIMAT0016848","Homo sapiens","miR-4293"
"17905","hsa-miR-4294","MIMAT0016849","Homo sapiens","miR-4294"
"17906","hsa-miR-4301","MIMAT0016850","Homo sapiens","miR-4301"
"17907","hsa-miR-4299","MIMAT0016851","Homo sapiens","miR-4299"
"17908","hsa-miR-4298","MIMAT0016852","Homo sapiens","miR-4298"
"17909","hsa-miR-4300","MIMAT0016853","Homo sapiens","miR-4300"
"17910","hsa-miR-4304","MIMAT0016854","Homo sapiens","miR-4304"
"17911","hsa-miR-4302","MIMAT0016855","Homo sapiens","miR-4302"
"17912","hsa-miR-4303","MIMAT0016856","Homo sapiens","miR-4303"
"17913","hsa-miR-4305","MIMAT0016857","Homo sapiens","miR-4305"
"17914","hsa-miR-4306","MIMAT0016858","Homo sapiens","miR-4306"
"17915","hsa-miR-4309","MIMAT0016859","Homo sapiens","miR-4309"
"17916","hsa-miR-4307","MIMAT0016860","Homo sapiens","miR-4307"
"17917","hsa-miR-4308","MIMAT0016861","Homo sapiens","miR-4308"
"17918","hsa-miR-4310","MIMAT0016862","Homo sapiens","miR-4310"
"17919","hsa-miR-4311","MIMAT0016863","Homo sapiens","miR-4311"
"17920","hsa-miR-4312","MIMAT0016864","Homo sapiens","miR-4312"
"17921","hsa-miR-4313","MIMAT0016865","Homo sapiens","miR-4313"
"17922","hsa-miR-4315","MIMAT0016866","Homo sapiens","miR-4315"
"17923","hsa-miR-4316","MIMAT0016867","Homo sapiens","miR-4316"
"17924","hsa-miR-4314","MIMAT0016868","Homo sapiens","miR-4314"
"17925","hsa-miR-4318","MIMAT0016869","Homo sapiens","miR-4318"
"17926","hsa-miR-4319","MIMAT0016870","Homo sapiens","miR-4319"
"17927","hsa-miR-4320","MIMAT0016871","Homo sapiens","miR-4320"
"17928","hsa-miR-4317","MIMAT0016872","Homo sapiens","miR-4317"
"17929","hsa-miR-4322","MIMAT0016873","Homo sapiens","miR-4322"
"17930","hsa-miR-4321","MIMAT0016874","Homo sapiens","miR-4321"
"17931","hsa-miR-4323","MIMAT0016875","Homo sapiens","miR-4323"
"17932","hsa-miR-4324","MIMAT0016876","Homo sapiens","miR-4324"
"17933","hsa-miR-4256","MIMAT0016877","Homo sapiens","miR-4256"
"17934","hsa-miR-4257","MIMAT0016878","Homo sapiens","miR-4257"
"17935","hsa-miR-4258","MIMAT0016879","Homo sapiens","miR-4258"
"17936","hsa-miR-4259","MIMAT0016880","Homo sapiens","miR-4259"
"17937","hsa-miR-4260","MIMAT0016881","Homo sapiens","miR-4260"
"17938","hsa-miR-4253","MIMAT0016882","Homo sapiens","miR-4253"
"17939","hsa-miR-4251","MIMAT0016883","Homo sapiens","miR-4251"
"17940","hsa-miR-4254","MIMAT0016884","Homo sapiens","miR-4254"
"17941","hsa-miR-4255","MIMAT0016885","Homo sapiens","miR-4255"
"17942","hsa-miR-4252","MIMAT0016886","Homo sapiens","miR-4252"
"17943","hsa-miR-4325","MIMAT0016887","Homo sapiens","miR-4325"
"17944","hsa-miR-4326","MIMAT0016888","Homo sapiens","miR-4326"
"17945","hsa-miR-4327","MIMAT0016889","Homo sapiens","miR-4327"
"17946","hsa-miR-4261","MIMAT0016890","Homo sapiens","miR-4261"
"17947","hsa-miR-4265","MIMAT0016891","Homo sapiens","miR-4265"
"17948","hsa-miR-4266","MIMAT0016892","Homo sapiens","miR-4266"
"17949","hsa-miR-4267","MIMAT0016893","Homo sapiens","miR-4267"
"17950","hsa-miR-4262","MIMAT0016894","Homo sapiens","miR-4262"
"17951","hsa-miR-2355-5p","MIMAT0016895","Homo sapiens","miR-2355-5p"
"17952","hsa-miR-2355-3p","MIMAT0017950","Homo sapiens","miR-2355-3p"
"17953","hsa-miR-4268","MIMAT0016896","Homo sapiens","miR-4268"
"17954","hsa-miR-4269","MIMAT0016897","Homo sapiens","miR-4269"
"17955","hsa-miR-4263","MIMAT0016898","Homo sapiens","miR-4263"
"17956","hsa-miR-4264","MIMAT0016899","Homo sapiens","miR-4264"
"17957","hsa-miR-4270","MIMAT0016900","Homo sapiens","miR-4270"
"17958","hsa-miR-4271","MIMAT0016901","Homo sapiens","miR-4271"
"17959","hsa-miR-4272","MIMAT0016902","Homo sapiens","miR-4272"
"17960","hsa-miR-4273","MIMAT0016903","Homo sapiens","miR-4273"
"17961","hsa-miR-4276","MIMAT0016904","Homo sapiens","miR-4276"
"17962","hsa-miR-4275","MIMAT0016905","Homo sapiens","miR-4275"
"17963","hsa-miR-4274","MIMAT0016906","Homo sapiens","miR-4274"
"17964","hsa-miR-4281","MIMAT0016907","Homo sapiens","miR-4281"
"17965","hsa-miR-4277","MIMAT0016908","Homo sapiens","miR-4277"
"17966","hsa-miR-4279","MIMAT0016909","Homo sapiens","miR-4279"
"17967","hsa-miR-4278","MIMAT0016910","Homo sapiens","miR-4278"
"17968","hsa-miR-4280","MIMAT0016911","Homo sapiens","miR-4280"
"17969","hsa-miR-4282","MIMAT0016912","Homo sapiens","miR-4282"
"17970","hsa-miR-4285","MIMAT0016913","Homo sapiens","miR-4285"
"17971","hsa-miR-4283","MIMAT0016914","Homo sapiens","miR-4283"
"17972","hsa-miR-4284","MIMAT0016915","Homo sapiens","miR-4284"
"17973","hsa-miR-4286","MIMAT0016916","Homo sapiens","miR-4286"
"17974","hsa-miR-4287","MIMAT0016917","Homo sapiens","miR-4287"
"17975","hsa-miR-4288","MIMAT0016918","Homo sapiens","miR-4288"
"17976","hsa-miR-4292","MIMAT0016919","Homo sapiens","miR-4292"
"17977","hsa-miR-4289","MIMAT0016920","Homo sapiens","miR-4289"
"17978","hsa-miR-4290","MIMAT0016921","Homo sapiens","miR-4290"
"17979","hsa-miR-4291","MIMAT0016922","Homo sapiens","miR-4291"
"17980","hsa-miR-4329","MIMAT0016923","Homo sapiens","miR-4329"
"17981","hsa-miR-4330","MIMAT0016924","Homo sapiens","miR-4330"
"17982","hsa-miR-500b-5p","MIMAT0016925","Homo sapiens","miR-500b-5p"
"17983","hsa-miR-500b-3p","MIMAT0027032","Homo sapiens","miR-500b-3p"
"17984","hsa-miR-4328","MIMAT0016926","Homo sapiens","miR-4328"
"18038","hsa-miR-3605-5p","MIMAT0017981","Homo sapiens","miR-3605-5p"
"18039","hsa-miR-3605-3p","MIMAT0017982","Homo sapiens","miR-3605-3p"
"18040","hsa-miR-3606-5p","MIMAT0017983","Homo sapiens","miR-3606-5p"
"18041","hsa-miR-3606-3p","MIMAT0022965","Homo sapiens","miR-3606-3p"
"18042","hsa-miR-3607-5p","MIMAT0017984","Homo sapiens","miR-3607-5p"
"18043","hsa-miR-3607-3p","MIMAT0017985","Homo sapiens","miR-3607-3p"
"18044","hsa-miR-3609","MIMAT0017986","Homo sapiens","miR-3609"
"18045","hsa-miR-3610","MIMAT0017987","Homo sapiens","miR-3610"
"18046","hsa-miR-3611","MIMAT0017988","Homo sapiens","miR-3611"
"18047","hsa-miR-3612","MIMAT0017989","Homo sapiens","miR-3612"
"18048","hsa-miR-3613-5p","MIMAT0017990","Homo sapiens","miR-3613-5p"
"18049","hsa-miR-3613-3p","MIMAT0017991","Homo sapiens","miR-3613-3p"
"18050","hsa-miR-3614-5p","MIMAT0017992","Homo sapiens","miR-3614-5p"
"18051","hsa-miR-3614-3p","MIMAT0017993","Homo sapiens","miR-3614-3p"
"18052","hsa-miR-3615","MIMAT0017994","Homo sapiens","miR-3615"
"18053","hsa-miR-3616-5p","MIMAT0017995","Homo sapiens","miR-3616-5p"
"18054","hsa-miR-3616-3p","MIMAT0017996","Homo sapiens","miR-3616-3p"
"18055","hsa-miR-3617-5p","MIMAT0017997","Homo sapiens","miR-3617-5p"
"18056","hsa-miR-3617-3p","MIMAT0022966","Homo sapiens","miR-3617-3p"
"18057","hsa-miR-3618","MIMAT0017998","Homo sapiens","miR-3618"
"18058","hsa-miR-3619-5p","MIMAT0017999","Homo sapiens","miR-3619-5p"
"18059","hsa-miR-3619-3p","MIMAT0019219","Homo sapiens","miR-3619-3p"
"18060","hsa-miR-23c","MIMAT0018000","Homo sapiens","miR-23c"
"18061","hsa-miR-3620-5p","MIMAT0022967","Homo sapiens","miR-3620-5p"
"18062","hsa-miR-3620-3p","MIMAT0018001","Homo sapiens","miR-3620-3p"
"18063","hsa-miR-3621","MIMAT0018002","Homo sapiens","miR-3621"
"18064","hsa-miR-3622a-5p","MIMAT0018003","Homo sapiens","miR-3622a-5p"
"18065","hsa-miR-3622a-3p","MIMAT0018004","Homo sapiens","miR-3622a-3p"
"18066","hsa-miR-3622b-5p","MIMAT0018005","Homo sapiens","miR-3622b-5p"
"18067","hsa-miR-3622b-3p","MIMAT0018006","Homo sapiens","miR-3622b-3p"
"18126","hsa-miR-3646","MIMAT0018065","Homo sapiens","miR-3646"
"18127","hsa-miR-3648","MIMAT0018068","Homo sapiens","miR-3648"
"18128","hsa-miR-3649","MIMAT0018069","Homo sapiens","miR-3649"
"18129","hsa-miR-3650","MIMAT0018070","Homo sapiens","miR-3650"
"18130","hsa-miR-3651","MIMAT0018071","Homo sapiens","miR-3651"
"18131","hsa-miR-3652","MIMAT0018072","Homo sapiens","miR-3652"
"18132","hsa-miR-3653-5p","MIMAT0032110","Homo sapiens","miR-3653-5p"
"18133","hsa-miR-3653-3p","MIMAT0018073","Homo sapiens","miR-3653-3p"
"18134","hsa-miR-3654","MIMAT0018074","Homo sapiens","miR-3654"
"18135","hsa-miR-3655","MIMAT0018075","Homo sapiens","miR-3655"
"18136","hsa-miR-3656","MIMAT0018076","Homo sapiens","miR-3656"
"18137","hsa-miR-3657","MIMAT0018077","Homo sapiens","miR-3657"
"18138","hsa-miR-3658","MIMAT0018078","Homo sapiens","miR-3658"
"18139","hsa-miR-1273e","MIMAT0018079","Homo sapiens","miR-1273e"
"18140","hsa-miR-3659","MIMAT0018080","Homo sapiens","miR-3659"
"18141","hsa-miR-3660","MIMAT0018081","Homo sapiens","miR-3660"
"18142","hsa-miR-3661","MIMAT0018082","Homo sapiens","miR-3661"
"18143","hsa-miR-3662","MIMAT0018083","Homo sapiens","miR-3662"
"18144","hsa-miR-3663-5p","MIMAT0018084","Homo sapiens","miR-3663-5p"
"18145","hsa-miR-3663-3p","MIMAT0018085","Homo sapiens","miR-3663-3p"
"18146","hsa-miR-3664-5p","MIMAT0018086","Homo sapiens","miR-3664-5p"
"18147","hsa-miR-3664-3p","MIMAT0019220","Homo sapiens","miR-3664-3p"
"18148","hsa-miR-3665","MIMAT0018087","Homo sapiens","miR-3665"
"18149","hsa-miR-3666","MIMAT0018088","Homo sapiens","miR-3666"
"18150","hsa-miR-3667-5p","MIMAT0018089","Homo sapiens","miR-3667-5p"
"18151","hsa-miR-3667-3p","MIMAT0018090","Homo sapiens","miR-3667-3p"
"18152","hsa-miR-3668","MIMAT0018091","Homo sapiens","miR-3668"
"18153","hsa-miR-3670","MIMAT0018093","Homo sapiens","miR-3670"
"18154","hsa-miR-3671","MIMAT0018094","Homo sapiens","miR-3671"
"18155","hsa-miR-3672","MIMAT0018095","Homo sapiens","miR-3672"
"18156","hsa-miR-3674","MIMAT0018097","Homo sapiens","miR-3674"
"18157","hsa-miR-3675-5p","MIMAT0018098","Homo sapiens","miR-3675-5p"
"18158","hsa-miR-3675-3p","MIMAT0018099","Homo sapiens","miR-3675-3p"
"18159","hsa-miR-3677-5p","MIMAT0019221","Homo sapiens","miR-3677-5p"
"18160","hsa-miR-3677-3p","MIMAT0018101","Homo sapiens","miR-3677-3p"
"18161","hsa-miR-3678-5p","MIMAT0018102","Homo sapiens","miR-3678-5p"
"18162","hsa-miR-3678-3p","MIMAT0018103","Homo sapiens","miR-3678-3p"
"18163","hsa-miR-3679-5p","MIMAT0018104","Homo sapiens","miR-3679-5p"
"18164","hsa-miR-3679-3p","MIMAT0018105","Homo sapiens","miR-3679-3p"
"18165","hsa-miR-3680-5p","MIMAT0018106","Homo sapiens","miR-3680-5p"
"18166","hsa-miR-3680-3p","MIMAT0018107","Homo sapiens","miR-3680-3p"
"18167","hsa-miR-3681-5p","MIMAT0018108","Homo sapiens","miR-3681-5p"
"18168","hsa-miR-3681-3p","MIMAT0018109","Homo sapiens","miR-3681-3p"
"18169","hsa-miR-3682-5p","MIMAT0019222","Homo sapiens","miR-3682-5p"
"18170","hsa-miR-3682-3p","MIMAT0018110","Homo sapiens","miR-3682-3p"
"18171","hsa-miR-3683","MIMAT0018111","Homo sapiens","miR-3683"
"18172","hsa-miR-3684","MIMAT0018112","Homo sapiens","miR-3684"
"18173","hsa-miR-3685","MIMAT0018113","Homo sapiens","miR-3685"
"18174","hsa-miR-3686","MIMAT0018114","Homo sapiens","miR-3686"
"18175","hsa-miR-3687","MIMAT0018115","Homo sapiens","miR-3687"
"18176","hsa-miR-3688-5p","MIMAT0019223","Homo sapiens","miR-3688-5p"
"18177","hsa-miR-3688-3p","MIMAT0018116","Homo sapiens","miR-3688-3p"
"18178","hsa-miR-3689a-5p","MIMAT0018117","Homo sapiens","miR-3689a-5p"
"18179","hsa-miR-3689a-3p","MIMAT0018118","Homo sapiens","miR-3689a-3p"
"18180","hsa-miR-3690","MIMAT0018119","Homo sapiens","miR-3690"
"18181","hsa-miR-3691-5p","MIMAT0018120","Homo sapiens","miR-3691-5p"
"18182","hsa-miR-3691-3p","MIMAT0019224","Homo sapiens","miR-3691-3p"
"18183","hsa-miR-3692-5p","MIMAT0018121","Homo sapiens","miR-3692-5p"
"18184","hsa-miR-3692-3p","MIMAT0018122","Homo sapiens","miR-3692-3p"
"18226","hsa-miR-3713","MIMAT0018164","Homo sapiens","miR-3713"
"18227","hsa-miR-3714","MIMAT0018165","Homo sapiens","miR-3714"
"18652","hsa-miR-3180","MIMAT0018178","Homo sapiens","miR-3180"
"18653","hsa-miR-3907","MIMAT0018179","Homo sapiens","miR-3907"
"18654","hsa-miR-3689b-5p","MIMAT0018180","Homo sapiens","miR-3689b-5p"
"18655","hsa-miR-3689b-3p","MIMAT0018181","Homo sapiens","miR-3689b-3p"
"18656","hsa-miR-3908","MIMAT0018182","Homo sapiens","miR-3908"
"18657","hsa-miR-3909","MIMAT0018183","Homo sapiens","miR-3909"
"18658","hsa-miR-3910","MIMAT0018184","Homo sapiens","miR-3910"
"18659","hsa-miR-3911","MIMAT0018185","Homo sapiens","miR-3911"
